PCON24CD,Seat,Region,mean_Con,mean_Lab,mean_LDem,mean_Green,mean_Reform,mean_Plaid,mean_SNP,mean_Other,lo_Con,lo_Lab,lo_LDem,lo_Green,lo_Reform,lo_Plaid,lo_SNP,lo_Other,hi_Con,hi_Lab,hi_LDem,hi_Green,hi_Reform,hi_Plaid,hi_SNP,hi_Other
E14001298,Huntingdon,East of England, 28.24 , 38.81 , 10.93 , 5.14 , 14.45 , -   , -   , 2.43 , 22.07 , 29.83 , 3.96 , 1.25 , 8.02 , -   , -   , 0.51 , 34.66 , 48.34 , 20.34 , 12.40 , 23.42 , -   , -   , 6.88 
E14001299,Hyndburn,North West, 26.50 , 54.10 , 1.92 , 2.79 , 14.69 , -   , -   , -   , 20.50 , 44.13 , 0.46 , 0.41 , 7.44 , -   , -   , -   , 33.07 , 63.03 , 5.54 , 8.46 , 25.51 , -   , -   , -   
E14001300,Ilford North,London, 20.03 , 50.10 , 6.68 , 2.52 , 5.79 , -   , -   , 14.88 , 15.17 , 39.85 , 2.11 , 0.39 , 2.33 , -   , -   , 6.21 , 25.81 , 60.52 , 13.95 , 6.94 , 11.06 , -   , -   , 27.70 
E14001301,Ilford South,London, 14.84 , 50.32 , 7.79 , 6.12 , 11.16 , -   , -   , 9.77 , 11.06 , 39.46 , 2.82 , 1.62 , 5.86 , -   , -   , 3.09 , 19.28 , 61.58 , 16.17 , 14.54 , 18.31 , -   , -   , 19.54 
E14001302,Ipswich,East of England, 24.61 , 47.82 , 4.34 , 6.48 , 12.49 , -   , -   , 4.25 , 19.28 , 39.15 , 1.61 , 2.18 , 7.18 , -   , -   , 1.12 , 30.10 , 55.41 , 9.11 , 13.64 , 18.84 , -   , -   , 9.92 
E14001303,Isle of Wight East,South East, 27.77 , 37.71 , 1.26 , 10.46 , 20.43 , -   , -   , 2.36 , 20.40 , 26.84 , 0.21 , 2.67 , 10.18 , -   , -   , 0.44 , 35.49 , 48.65 , 4.16 , 21.84 , 32.46 , -   , -   , 6.73 
E14001304,Isle of Wight West,South East, 23.20 , 34.99 , 0.79 , 20.73 , 18.02 , -   , -   , 2.27 , 16.97 , 24.47 , 0.16 , 9.50 , 9.73 , -   , -   , 0.40 , 30.14 , 45.70 , 2.41 , 35.07 , 28.81 , -   , -   , 7.01 
E14001305,Islington North,London, 6.72 , 41.86 , 7.10 , 7.16 , 5.10 , -   , -   , 32.06 , 4.84 , 36.30 , 4.34 , 4.79 , 3.09 , -   , -   , 25.85 , 8.69 , 46.99 , 10.18 , 10.38 , 7.36 , -   , -   , 39.35 
E14001306,Islington South and Finsbury,London, 11.98 , 51.36 , 10.18 , 9.48 , 4.80 , -   , -   , 12.21 , 8.73 , 39.62 , 3.89 , 3.20 , 2.08 , -   , -   , 4.59 , 15.62 , 61.98 , 18.67 , 19.02 , 9.01 , -   , -   , 24.26 
E14001307,Jarrow and Gateshead East,North East, 10.44 , 51.54 , 4.79 , 6.43 , 23.40 , -   , -   , 3.41 , 7.38 , 41.31 , 1.21 , 1.43 , 14.25 , -   , -   , 0.69 , 13.67 , 62.20 , 10.88 , 15.48 , 35.16 , -   , -   , 8.67 
E14001308,Keighley and Ilkley,Yorkshire and The Humber, 29.23 , 52.53 , 3.60 , 0.23 , 12.04 , -   , -   , 2.36 , 23.30 , 43.21 , 0.89 , 0.02 , 6.33 , -   , -   , 0.53 , 35.70 , 61.29 , 8.66 , 0.95 , 19.32 , -   , -   , 6.83 
E14001309,Kenilworth and Southam,West Midlands, 32.49 , 36.55 , 14.63 , 4.29 , 11.09 , -   , -   , 0.96 , 26.08 , 27.68 , 6.17 , 0.93 , 5.37 , -   , -   , 0.17 , 39.73 , 46.01 , 25.59 , 10.33 , 18.39 , -   , -   , 2.86 
E14001310,Kensington and Bayswater,London, 30.51 , 37.63 , 11.19 , 9.06 , 8.98 , -   , -   , 2.63 , 23.22 , 27.46 , 4.60 , 3.15 , 4.22 , -   , -   , 0.44 , 38.21 , 48.39 , 19.96 , 18.81 , 16.24 , -   , -   , 7.72 
E14001311,Kettering,East Midlands, 29.09 , 43.37 , 2.94 , 4.58 , 17.92 , -   , -   , 2.09 , 23.10 , 35.27 , 0.74 , 1.20 , 10.14 , -   , -   , 0.41 , 35.44 , 51.10 , 6.73 , 10.55 , 27.20 , -   , -   , 5.39 
E14001312,Kingston and Surbiton,London, 15.30 , 14.36 , 50.15 , 7.08 , 11.10 , -   , -   , 2.02 , 10.20 , 7.94 , 35.57 , 1.38 , 4.82 , -   , -   , 0.35 , 21.27 , 23.29 , 64.29 , 17.52 , 20.45 , -   , -   , 6.13 
E14001313,Kingston upon Hull East,Yorkshire and The Humber, 11.88 , 49.74 , 12.84 , 3.68 , 21.87 , -   , -   , -   , 8.23 , 37.90 , 5.09 , 0.59 , 12.14 , -   , -   , -   , 16.29 , 60.74 , 24.29 , 10.21 , 33.76 , -   , -   , -   
E14001314,Kingston upon Hull North and Cottingham,Yorkshire and The Humber, 16.72 , 43.97 , 11.33 , 5.20 , 20.47 , -   , -   , 2.31 , 12.35 , 33.88 , 4.29 , 1.03 , 11.60 , -   , -   , 0.47 , 22.22 , 54.39 , 21.02 , 12.65 , 32.61 , -   , -   , 6.41 
E14001315,Kingston upon Hull West and Haltemprice,Yorkshire and The Humber, 18.96 , 47.22 , 5.53 , 3.24 , 22.43 , -   , -   , 2.61 , 13.95 , 36.46 , 1.43 , 0.50 , 13.40 , -   , -   , 0.49 , 24.50 , 57.92 , 14.16 , 9.83 , 34.09 , -   , -   , 7.38 
E14001316,Kingswinford and South Staffordshire,West Midlands, 36.76 , 37.35 , 3.34 , 4.35 , 16.74 , -   , -   , 1.47 , 29.03 , 28.47 , 0.87 , 0.82 , 7.90 , -   , -   , 0.30 , 45.05 , 46.77 , 8.30 , 11.79 , 27.86 , -   , -   , 4.05 
E14001317,Knowsley,North West, 3.45 , 75.28 , 1.70 , 4.80 , 10.32 , -   , -   , 4.45 , 2.16 , 61.38 , 0.31 , 0.68 , 4.64 , -   , -   , 0.85 , 5.04 , 84.89 , 5.39 , 16.80 , 18.55 , -   , -   , 12.43 
E14001318,Lancaster and Wyre,North West, 22.20 , 46.84 , 2.28 , 16.37 , 12.32 , -   , -   , -   , 15.76 , 35.50 , 0.53 , 6.70 , 5.65 , -   , -   , -   , 29.33 , 58.15 , 5.82 , 30.13 , 22.10 , -   , -   , -   
E14001319,Leeds Central and Headingley,Yorkshire and The Humber, 12.64 , 46.74 , 10.57 , 20.75 , 7.15 , -   , -   , 2.15 , 8.75 , 33.04 , 3.28 , 8.58 , 2.94 , -   , -   , 0.34 , 17.63 , 60.62 , 21.64 , 36.16 , 13.08 , -   , -   , 6.64 
E14001320,Leeds East,Yorkshire and The Humber, 21.98 , 53.08 , 6.59 , 3.17 , 12.77 , -   , -   , 2.41 , 16.80 , 43.59 , 2.22 , 0.42 , 6.75 , -   , -   , 0.45 , 27.81 , 62.73 , 14.13 , 9.22 , 20.31 , -   , -   , 7.05 
E14001321,Leeds North East,Yorkshire and The Humber, 13.59 , 63.87 , 8.35 , 3.43 , 6.96 , -   , -   , 3.81 , 10.08 , 52.62 , 2.65 , 0.46 , 2.94 , -   , -   , 0.78 , 17.61 , 73.71 , 16.87 , 11.05 , 13.05 , -   , -   , 9.98 
E14001322,Leeds North West,Yorkshire and The Humber, 20.79 , 58.92 , 6.52 , 3.12 , 8.97 , -   , -   , 1.69 , 15.36 , 48.66 , 1.71 , 0.54 , 3.83 , -   , -   , 0.30 , 26.88 , 67.80 , 15.67 , 9.20 , 17.45 , -   , -   , 5.28 
E14001323,Leeds South,Yorkshire and The Humber, 13.52 , 57.29 , 4.18 , 18.41 , -   , -   , -   , 6.60 , 9.20 , 42.63 , 0.83 , 5.93 , -   , -   , -   , 1.79 , 18.59 , 70.52 , 12.11 , 36.18 , -   , -   , -   , 17.17 
E14001324,Leeds South West and Morley,Yorkshire and The Humber, 22.16 , 55.00 , 1.85 , 3.36 , 15.27 , -   , -   , 2.36 , 16.46 , 45.63 , 0.43 , 0.57 , 8.00 , -   , -   , 0.48 , 27.99 , 64.34 , 4.76 , 8.91 , 25.00 , -   , -   , 6.46 
E14001325,Leeds West and Pudsey,Yorkshire and The Humber, 21.69 , 53.92 , 3.93 , 4.15 , 13.81 , -   , -   , 2.50 , 16.67 , 44.02 , 0.98 , 0.78 , 6.81 , -   , -   , 0.50 , 27.40 , 63.23 , 9.82 , 11.02 , 23.53 , -   , -   , 6.69 
E14001326,Leicester East,East Midlands, 20.13 , 43.38 , 12.70 , 2.35 , 6.64 , -   , -   , 14.80 , 14.58 , 33.12 , 5.52 , 0.50 , 2.63 , -   , -   , 5.62 , 26.66 , 54.55 , 22.06 , 5.87 , 12.37 , -   , -   , 29.22 
E14001327,Leicester South,East Midlands, 12.49 , 55.55 , 3.74 , 11.27 , 8.71 , -   , -   , 8.24 , 9.08 , 44.32 , 1.00 , 4.34 , 4.05 , -   , -   , 2.33 , 16.20 , 66.12 , 9.17 , 21.57 , 15.34 , -   , -   , 18.48 
E14001328,Leicester West,East Midlands, 18.34 , 54.82 , 5.39 , 5.24 , 10.59 , -   , -   , 5.62 , 14.03 , 45.11 , 1.49 , 1.11 , 5.24 , -   , -   , 1.55 , 23.33 , 64.46 , 12.52 , 13.55 , 19.19 , -   , -   , 13.67 
E14001329,Leigh and Atherton,North West, 22.24 , 54.49 , 7.69 , 0.61 , 10.82 , -   , -   , 4.15 , 17.10 , 45.56 , 3.30 , 0.06 , 5.15 , -   , -   , 1.03 , 27.71 , 62.69 , 15.41 , 2.33 , 18.20 , -   , -   , 10.01 
E14001330,Lewes,South East, 22.11 , 14.47 , 44.82 , 5.16 , 12.48 , -   , -   , 0.96 , 17.29 , 10.63 , 37.63 , 2.72 , 8.34 , -   , -   , 0.27 , 27.22 , 19.18 , 51.82 , 8.51 , 18.15 , -   , -   , 2.19 
E14001331,Lewisham East,London, 11.63 , 53.81 , 10.47 , 8.95 , 10.21 , -   , -   , 4.93 , 8.72 , 42.89 , 3.41 , 2.72 , 4.79 , -   , -   , 1.09 , 15.00 , 63.43 , 21.84 , 18.48 , 18.03 , -   , -   , 12.47 
E14001332,Lewisham North,London, 9.83 , 66.75 , 8.91 , 3.20 , 6.22 , -   , -   , 5.09 , 7.17 , 55.77 , 3.23 , 0.62 , 2.81 , -   , -   , 1.40 , 12.68 , 75.78 , 18.06 , 8.05 , 11.75 , -   , -   , 11.72 
E14001333,Lewisham West and East Dulwich,London, 10.07 , 59.61 , 6.15 , 15.27 , 5.07 , -   , -   , 3.83 , 7.44 , 46.43 , 1.91 , 5.22 , 2.25 , -   , -   , 0.70 , 13.17 , 70.85 , 13.83 , 31.69 , 9.38 , -   , -   , 10.60 
E14001334,Leyton and Wanstead,London, 11.99 , 50.08 , 6.73 , 14.21 , 7.12 , -   , -   , 9.88 , 9.04 , 37.12 , 1.76 , 4.81 , 2.93 , -   , -   , 3.15 , 15.85 , 62.80 , 15.30 , 26.73 , 13.06 , -   , -   , 20.82 
E14001335,Lichfield,West Midlands, 32.03 , 37.60 , 6.09 , 8.21 , 14.74 , -   , -   , 1.33 , 24.65 , 27.94 , 1.84 , 2.43 , 6.86 , -   , -   , 0.25 , 39.24 , 47.36 , 13.89 , 19.03 , 26.33 , -   , -   , 4.07 
E14001336,Lincoln,East Midlands, 26.54 , 45.19 , 3.89 , 8.99 , 13.81 , -   , -   , 1.58 , 20.89 , 36.16 , 1.20 , 3.00 , 7.26 , -   , -   , 0.31 , 32.63 , 54.50 , 8.95 , 17.74 , 23.11 , -   , -   , 4.10 
E14001337,Liverpool Garston,North West, 6.64 , 68.08 , 6.38 , 4.41 , 8.34 , -   , -   , 6.15 , 4.43 , 55.28 , 1.87 , 0.62 , 3.08 , -   , -   , 1.40 , 9.23 , 78.72 , 15.03 , 13.98 , 15.99 , -   , -   , 17.22 
E14001338,Liverpool Riverside,North West, 4.56 , 73.25 , 6.77 , 4.21 , 5.77 , -   , -   , 5.44 , 3.03 , 63.19 , 2.33 , 0.96 , 2.31 , -   , -   , 1.36 , 6.40 , 81.84 , 14.05 , 10.52 , 11.11 , -   , -   , 12.66 
E14001339,Liverpool Walton,North West, 4.66 , 74.38 , 2.45 , 6.05 , 9.10 , -   , -   , 3.36 , 3.27 , 65.28 , 0.48 , 1.51 , 4.82 , -   , -   , 0.75 , 6.39 , 82.37 , 6.58 , 13.99 , 15.17 , -   , -   , 8.68 
E14001340,Liverpool Wavertree,North West, 4.72 , 66.78 , 7.55 , 8.91 , 8.86 , -   , -   , 3.17 , 3.33 , 55.08 , 2.52 , 2.83 , 4.31 , -   , -   , 0.61 , 6.51 , 76.92 , 15.52 , 18.31 , 14.91 , -   , -   , 8.95 
E14001341,Liverpool West Derby,North West, 3.48 , 69.67 , 5.80 , 3.58 , 13.54 , -   , -   , 3.93 , 2.33 , 58.55 , 1.44 , 0.71 , 7.77 , -   , -   , 0.75 , 4.98 , 79.11 , 13.88 , 10.38 , 21.19 , -   , -   , 11.01 
E14001342,Loughborough,East Midlands, 30.09 , 49.82 , 5.55 , 2.81 , 11.73 , -   , -   , -   , 23.57 , 40.31 , 1.70 , 0.39 , 5.64 , -   , -   , -   , 37.19 , 58.47 , 12.18 , 8.53 , 20.48 , -   , -   , -   
E14001343,Louth and Horncastle,East Midlands, 34.46 , 35.78 , 4.10 , 3.02 , 18.93 , -   , -   , 3.71 , 26.49 , 27.15 , 1.09 , 0.44 , 9.53 , -   , -   , 0.82 , 42.83 , 44.88 , 10.44 , 8.72 , 31.10 , -   , -   , 9.99 
E14001344,Lowestoft,East of England, 27.85 , 39.30 , 9.00 , 6.80 , 17.05 , -   , -   , -   , 21.09 , 29.89 , 3.72 , 1.60 , 10.06 , -   , -   , -   , 33.62 , 48.72 , 16.63 , 14.47 , 26.25 , -   , -   , -   
E14001345,Luton North,East of England, 17.12 , 51.81 , 6.13 , 8.35 , 8.67 , -   , -   , 7.91 , 12.49 , 40.73 , 1.61 , 2.10 , 3.46 , -   , -   , 1.85 , 22.43 , 62.07 , 14.63 , 18.25 , 16.82 , -   , -   , 19.80 
E14001346,Luton South and South Bedfordshire,East of England, 18.77 , 45.36 , 4.06 , 5.56 , 16.17 , -   , -   , 10.09 , 14.46 , 36.50 , 1.58 , 2.18 , 9.40 , -   , -   , 4.13 , 23.85 , 53.51 , 8.67 , 11.12 , 24.47 , -   , -   , 19.76 
E14001347,Macclesfield,North West, 27.16 , 49.73 , 6.44 , 2.97 , 12.18 , -   , -   , 1.51 , 21.23 , 39.81 , 2.06 , 0.45 , 5.48 , -   , -   , 0.33 , 33.45 , 59.75 , 13.68 , 9.05 , 21.76 , -   , -   , 4.29 
E14001348,Maidenhead,South East, 30.97 , 24.57 , 36.37 , 6.81 , -   , -   , -   , 1.28 , 22.49 , 15.65 , 23.43 , 1.52 , -   , -   , -   , 0.22 , 39.05 , 34.29 , 51.26 , 16.25 , -   , -   , -   , 3.95 
E14001349,Maidstone and Malling,South East, 30.54 , 34.34 , 9.59 , 8.67 , 15.26 , -   , -   , 1.60 , 24.03 , 26.10 , 4.25 , 3.20 , 8.18 , -   , -   , 0.36 , 37.69 , 43.59 , 16.57 , 16.90 , 24.90 , -   , -   , 4.30 
E14001350,Makerfield,North West, 12.03 , 57.90 , 4.08 , 10.13 , 12.26 , -   , -   , 3.60 , 8.58 , 46.67 , 0.94 , 3.11 , 6.23 , -   , -   , 0.75 , 16.03 , 69.12 , 10.27 , 20.74 , 19.87 , -   , -   , 10.61 
E14001351,Maldon,East of England, 35.94 , 28.69 , 10.93 , 3.46 , 20.99 , -   , -   , -   , 27.10 , 19.68 , 4.05 , 0.39 , 10.35 , -   , -   , -   , 44.81 , 38.21 , 21.76 , 10.29 , 35.14 , -   , -   , -   
E14001352,Manchester Central,North West, 10.81 , 55.79 , 9.24 , 11.24 , 8.52 , -   , -   , 4.40 , 8.17 , 46.03 , 4.47 , 4.87 , 4.49 , -   , -   , 1.03 , 13.99 , 65.15 , 15.86 , 20.25 , 14.20 , -   , -   , 9.95 
E14001353,Manchester Rusholme,North West, 13.65 , 62.11 , -   , 7.66 , 13.99 , -   , -   , 2.59 , 7.54 , 47.70 , -   , 1.81 , 6.37 , -   , -   , 0.30 , 21.70 , 75.23 , -   , 17.33 , 25.47 , -   , -   , 8.46 
E14001354,Manchester Withington,North West, 8.03 , 60.28 , 13.82 , 8.05 , 5.08 , -   , -   , 4.74 , 5.59 , 45.56 , 4.57 , 1.39 , 1.73 , -   , -   , 0.76 , 11.13 , 73.44 , 27.78 , 20.43 , 11.12 , -   , -   , 14.06 
E14001355,Mansfield,East Midlands, 30.28 , 47.68 , 1.61 , 1.16 , 16.01 , -   , -   , 3.26 , 24.33 , 39.61 , 0.32 , 0.13 , 8.36 , -   , -   , 0.79 , 37.10 , 56.28 , 4.69 , 3.69 , 24.66 , -   , -   , 7.96 
E14001356,Melksham and Devizes,South West, 29.35 , 21.65 , 26.49 , 6.12 , 16.40 , -   , -   , -   , 21.23 , 13.72 , 14.30 , 1.23 , 7.83 , -   , -   , -   , 37.76 , 31.27 , 39.70 , 16.33 , 28.09 , -   , -   , -   
E14001357,Melton and Syston,East Midlands, 32.21 , 36.57 , 5.66 , 5.46 , 17.70 , -   , -   , 2.39 , 24.99 , 27.30 , 1.50 , 1.05 , 9.72 , -   , -   , 0.49 , 39.76 , 45.97 , 13.55 , 14.13 , 28.85 , -   , -   , 6.56 
E14001358,Meriden and Solihull East,West Midlands, 31.95 , 35.93 , 7.26 , 9.12 , 15.73 , -   , -   , -   , 25.27 , 26.76 , 2.31 , 2.31 , 7.98 , -   , -   , -   , 39.84 , 45.50 , 15.11 , 20.10 , 25.88 , -   , -   , -   
E14001359,Mid Bedfordshire,East of England, 31.46 , 40.85 , 9.36 , 3.74 , 11.65 , -   , -   , 2.94 , 24.74 , 31.83 , 3.49 , 0.48 , 5.15 , -   , -   , 0.73 , 38.16 , 50.21 , 18.10 , 11.09 , 20.40 , -   , -   , 7.46 
E14001360,Mid Buckinghamshire,South East, 32.27 , 38.29 , 13.95 , 3.03 , 11.37 , -   , -   , 1.09 , 25.61 , 28.65 , 5.74 , 0.49 , 6.09 , -   , -   , 0.21 , 39.04 , 48.94 , 26.98 , 8.68 , 19.39 , -   , -   , 3.38 
E14001361,Mid Cheshire,North West, 23.72 , 45.29 , 5.45 , 5.07 , 18.93 , -   , -   , 1.54 , 17.42 , 35.80 , 1.43 , 1.24 , 9.95 , -   , -   , 0.30 , 29.79 , 55.91 , 13.31 , 12.38 , 30.21 , -   , -   , 4.71 
E14001362,Mid Derbyshire,East Midlands, 28.18 , 41.26 , 3.97 , 11.15 , 13.69 , -   , -   , 1.75 , 21.18 , 31.31 , 1.26 , 3.53 , 6.77 , -   , -   , 0.32 , 35.51 , 50.95 , 8.78 , 23.18 , 22.95 , -   , -   , 4.86 
E14001363,Mid Dorset and North Poole,South West, 31.39 , 23.00 , 36.69 , 7.49 , -   , -   , -   , 1.43 , 22.62 , 14.53 , 23.39 , 1.98 , -   , -   , -   , 0.24 , 40.03 , 33.43 , 51.42 , 17.64 , -   , -   , -   , 4.37 
E14001364,Mid Leicestershire,East Midlands, 31.08 , 35.60 , 6.42 , 7.30 , 19.61 , -   , -   , -   , 22.79 , 25.81 , 1.74 , 1.54 , 10.37 , -   , -   , -   , 39.53 , 45.54 , 14.80 , 17.90 , 31.54 , -   , -   , -   
E14001365,Mid Norfolk,East of England, 30.20 , 34.43 , 5.83 , 4.25 , 25.28 , -   , -   , -   , 22.88 , 25.24 , 1.71 , 0.64 , 14.06 , -   , -   , -   , 38.01 , 43.62 , 13.71 , 12.23 , 38.12 , -   , -   , -   
E14001366,Mid Sussex,South East, 29.27 , 29.83 , 25.06 , 4.78 , 10.29 , -   , -   , 0.76 , 24.51 , 24.11 , 18.69 , 2.33 , 6.46 , -   , -   , 0.20 , 34.58 , 35.61 , 32.17 , 8.40 , 15.09 , -   , -   , 1.84 
E14001367,Middlesbrough and Thornaby East,North East, 12.94 , 52.85 , 2.26 , 2.27 , 20.22 , -   , -   , 9.46 , 9.50 , 42.60 , 0.54 , 0.29 , 12.07 , -   , -   , 3.22 , 16.60 , 63.10 , 5.94 , 6.98 , 29.92 , -   , -   , 20.14 
E14001368,Middlesbrough South and East Cleveland,North East, 31.07 , 62.56 , 2.15 , 1.77 , -   , -   , -   , 2.44 , 23.58 , 52.60 , 0.42 , 0.21 , -   , -   , -   , 0.45 , 38.93 , 71.20 , 6.53 , 5.52 , -   , -   , -   , 7.55 
E14001369,Milton Keynes Central,South East, 30.98 , 48.04 , 10.88 , 1.85 , 6.37 , -   , -   , 1.89 , 25.16 , 37.95 , 4.43 , 0.30 , 2.76 , -   , -   , 0.34 , 37.26 , 58.14 , 20.29 , 5.47 , 12.36 , -   , -   , 5.93 
E14001370,Milton Keynes North,South East, 28.40 , 45.45 , 10.84 , 4.45 , 10.86 , -   , -   , -   , 22.10 , 35.51 , 3.74 , 0.79 , 4.71 , -   , -   , -   , 35.83 , 55.36 , 22.88 , 12.82 , 19.12 , -   , -   , -   
E14001371,Mitcham and Morden,London, 13.98 , 60.67 , 9.17 , 4.27 , 7.98 , -   , -   , 3.93 , 10.49 , 50.40 , 3.45 , 0.95 , 3.63 , -   , -   , 0.82 , 17.77 , 69.94 , 18.43 , 11.10 , 14.31 , -   , -   , 10.13 
E14001372,Morecambe and Lunesdale,North West, 24.88 , 54.53 , 5.57 , 3.88 , 11.15 , -   , -   , -   , 19.06 , 45.76 , 1.71 , 0.84 , 5.57 , -   , -   , -   , 30.94 , 62.61 , 10.96 , 10.46 , 18.68 , -   , -   , -   
E14001373,New Forest East,South East, 30.42 , 26.25 , 18.44 , 3.39 , 19.73 , -   , -   , 1.76 , 22.95 , 18.27 , 8.34 , 0.65 , 10.05 , -   , -   , 0.35 , 39.20 , 34.81 , 30.33 , 9.26 , 32.74 , -   , -   , 4.98 
E14001374,New Forest West,South East, 27.73 , 23.56 , 19.25 , 10.70 , 16.71 , -   , -   , 2.06 , 20.72 , 15.93 , 9.99 , 3.76 , 9.42 , -   , -   , 0.39 , 35.30 , 32.56 , 30.57 , 21.02 , 26.02 , -   , -   , 6.38 
E14001375,Newark,East Midlands, 30.87 , 36.39 , 5.77 , 7.59 , 18.18 , -   , -   , 1.20 , 23.78 , 27.84 , 1.80 , 1.90 , 9.26 , -   , -   , 0.23 , 38.45 , 45.23 , 12.72 , 17.18 , 29.31 , -   , -   , 3.64 
E14001376,Newbury,South East, 26.54 , 11.84 , 46.35 , 5.11 , 9.44 , -   , -   , 0.72 , 18.94 , 6.94 , 31.30 , 1.07 , 3.98 , -   , -   , 0.12 , 34.52 , 18.22 , 60.92 , 11.77 , 17.32 , -   , -   , 2.16 
E14001377,Newcastle upon Tyne Central and West,North East, 13.62 , 51.40 , 7.84 , 5.76 , 13.72 , -   , -   , 7.66 , 10.15 , 41.57 , 3.06 , 1.51 , 7.61 , -   , -   , 2.73 , 17.19 , 61.11 , 14.56 , 12.92 , 21.19 , -   , -   , 15.61 
E14001378,Newcastle upon Tyne East and Wallsend,North East, 12.12 , 55.83 , 7.87 , 9.07 , 10.15 , -   , -   , 4.96 , 8.94 , 46.01 , 2.91 , 3.06 , 5.10 , -   , -   , 1.37 , 15.83 , 65.58 , 15.97 , 18.37 , 17.24 , -   , -   , 11.32 
E14001379,Newcastle upon Tyne North,North East, 15.18 , 55.83 , 7.21 , 6.04 , 14.15 , -   , -   , 1.59 , 11.35 , 45.61 , 2.47 , 1.79 , 7.81 , -   , -   , 0.24 , 19.97 , 64.24 , 14.38 , 13.07 , 22.17 , -   , -   , 4.82 
E14001380,Newcastle-under-Lyme,West Midlands, 27.85 , 48.94 , 3.88 , 2.65 , 16.69 , -   , -   , -   , 21.05 , 37.73 , 1.02 , 0.35 , 8.19 , -   , -   , -   , 35.16 , 59.61 , 9.78 , 8.24 , 29.12 , -   , -   , -   
E14001381,Newton Abbot,South West, 25.64 , 32.09 , 18.64 , 4.78 , 17.53 , -   , -   , 1.32 , 19.31 , 23.23 , 9.80 , 1.11 , 9.84 , -   , -   , 0.30 , 32.40 , 40.85 , 28.43 , 11.45 , 27.81 , -   , -   , 3.75 
E14001382,Newton Aycliffe and Spennymoor,North East, 20.04 , 47.36 , 4.33 , 3.65 , 22.31 , -   , -   , 2.30 , 14.92 , 37.69 , 1.08 , 0.61 , 13.37 , -   , -   , 0.44 , 25.19 , 56.87 , 11.22 , 9.31 , 33.43 , -   , -   , 6.57 
E14001383,Normanton and Hemsworth,Yorkshire and The Humber, 11.05 , 45.36 , 4.48 , 2.27 , 36.84 , -   , -   , -   , 7.24 , 34.57 , 1.09 , 0.26 , 23.79 , -   , -   , -   , 15.83 , 57.23 , 10.98 , 7.32 , 50.64 , -   , -   , -   
E14001384,North Bedfordshire,East of England, 33.00 , 38.81 , 9.32 , 2.66 , 16.22 , -   , -   , -   , 25.73 , 29.93 , 3.51 , 0.38 , 8.91 , -   , -   , -   , 40.05 , 48.11 , 18.46 , 8.29 , 26.23 , -   , -   , -   
E14001385,North Cornwall,South West, 24.09 , 16.84 , 40.26 , 0.85 , 16.30 , -   , -   , 1.65 , 17.11 , 11.02 , 28.72 , 0.08 , 8.54 , -   , -   , 0.32 , 31.65 , 23.75 , 51.92 , 3.38 , 26.43 , -   , -   , 4.53 
E14001386,North Cotswolds,South West, 28.66 , 27.47 , 16.52 , 11.12 , 15.24 , -   , -   , 1.00 , 21.29 , 17.96 , 6.43 , 2.46 , 7.37 , -   , -   , 0.15 , 36.12 , 37.68 , 30.26 , 25.44 , 25.75 , -   , -   , 3.39 
E14001387,North Devon,South West, 30.61 , 21.04 , 24.96 , 5.83 , 16.56 , -   , -   , 1.00 , 23.29 , 14.38 , 13.41 , 1.56 , 8.78 , -   , -   , 0.17 , 38.33 , 29.25 , 38.15 , 13.15 , 26.25 , -   , -   , 3.04 
E14001388,North Dorset,South West, 28.64 , 23.13 , 31.41 , 4.55 , 11.39 , -   , -   , 0.87 , 21.72 , 16.11 , 18.98 , 1.01 , 5.51 , -   , -   , 0.18 , 36.32 , 31.54 , 46.02 , 11.22 , 19.18 , -   , -   , 2.52 
E14001389,North Durham,North East, 12.28 , 47.18 , 14.85 , 4.02 , 19.25 , -   , -   , 2.42 , 8.70 , 36.48 , 6.27 , 0.77 , 10.45 , -   , -   , 0.48 , 16.09 , 57.49 , 27.77 , 10.52 , 28.52 , -   , -   , 6.80 
E14001390,North East Cambridgeshire,East of England, 33.58 , 23.54 , 6.10 , 12.16 , 22.45 , -   , -   , 2.17 , 25.46 , 15.99 , 1.82 , 4.67 , 13.44 , -   , -   , 0.38 , 42.43 , 31.67 , 12.44 , 22.65 , 33.99 , -   , -   , 6.74 
E14001391,North East Derbyshire,East Midlands, 32.07 , 47.77 , 3.73 , 4.22 , 10.76 , -   , -   , 1.45 , 25.74 , 39.54 , 1.03 , 0.90 , 4.83 , -   , -   , 0.34 , 38.43 , 56.16 , 8.75 , 9.79 , 18.85 , -   , -   , 4.12 
E14001392,North East Hampshire,South East, 32.20 , 24.18 , 29.33 , 3.08 , 9.43 , -   , -   , 1.78 , 24.99 , 16.29 , 16.61 , 0.44 , 4.40 , -   , -   , 0.30 , 39.86 , 33.76 , 43.66 , 9.54 , 16.55 , -   , -   , 5.15 
E14001393,North East Hertfordshire,East of England, 29.33 , 37.86 , 9.24 , 4.22 , 19.35 , -   , -   , -   , 21.13 , 27.99 , 2.93 , 0.65 , 10.07 , -   , -   , -   , 37.14 , 48.00 , 20.56 , 12.65 , 32.80 , -   , -   , -   
